doi,author_name,affiliation,ror_id
https://doi.org/10.1161/01.atv.0000015445.22243.f4,J. Yudkin,"the Centre for Cardiovascular Genetics (E.H., S.E.H.), Rayne Institute, Royal Free and University College Medical School, London, England",https://ror.org/01ge67z96
https://doi.org/10.1103/physrevd.65.124027,Haim Goldberg,"Department of Physics, Northeastern University Boston, Massachusetts 02115",https://ror.org/04t5xt781
10.1103/physrevlett.89.061802,Sh. Zh. Akhmadaliev,"Budker Institute of Nuclear Physics, Novosibirsk 630090, RUSSIA",https://ror.org/03e5eem51
10.1108/09590559810206489,Steve Worthington,"(Professor of Marketing of Financial Services, Staffordshire University, Stoke‐on‐Trent, UK)",https://ror.org/00d6k8y35
https://doi.org/10.1161/01.atv.0000015445.22243.f4,A. Samnegård,"the Centre for Cardiovascular Genetics (E.H., S.E.H.), Rayne Institute, Royal Free and University College Medical School, London, England",https://ror.org/01ge67z96
https://doi.org/10.1108/07363760010329229,Shaun McQuitty,"(Assistant Professor in the Department of Marketing, College of Business Administration and Economics, New Mexico State University, USA)",https://ror.org/03x1zq178
10.1108/09604529910273030,Walter Willborn,"University of Manitoba, Winnipeg, Canada",https://ror.org/02gfys938
10.1108/01425459510085902,Jill Earnshaw,"Lecturer in Employment Law, Manchester School of Management, UMIST, UK.",https://ror.org/03xxxrq06
https://doi.org/10.1108/09566160010321541,Peter E.D. Love,"(Peter E.D. Loveis a Senior Lecturer in Construction and Project Management at the Deakin University, Geelong, Victoria, Australia.)",https://ror.org/02czsnj07
https://doi.org/10.1108/09600039710170584,Nick Rich,"Cardiff Business School Cardiff, UK",https://ror.org/03kk7td41
10.1108/09556219410055530,Mohammad Ahmadi,"(Henry Hart Professor of Management, School of Business Administration, University of Tennessee, Chattanooga, USA)",https://ror.org/00nqb1v70
https://doi.org/10.1108/09513559810225816,Mike Nash,University of Portsmouth. Portsmouth. UK,https://ror.org/03ykbk197
https://doi.org/10.1108/02656719610110014,Adrian Wilkinson,"Manchester School of Management UMIST, Manchester, UK",https://ror.org/03xxxrq06
https://doi.org/10.1108/09604529810222550,Walter Willborn,"Walter Willborn is at the Faculty of Management, University of Manitoba, Winnipeg, Manitoba, Canada",https://ror.org/02gfys938
https://doi.org/10.1108/01425459510085902,Jill Earnshaw,"Lecturer in Employment Law, Manchester School of Management, UMIST, UK.",https://ror.org/03xxxrq06
https://doi.org/10.1108/08858629810213351,Paul Herbig,"Paul Herbig is a Visiting Professor of Marketing at the Texas A&M International University, Laredo, Texas, USA",https://ror.org/028861t28
https://doi.org/10.1103/physrevlett.89.061802,V. S. Panin,"Budker Institute of Nuclear Physics, Novosibirsk 630090, RUSSIA",https://ror.org/03e5eem51
https://doi.org/10.1108/09556219410055530,Mohammad Ahmadi,"Professor of Management, at the University of Tennesseeat Chattanooga, Tennessee, USA.",https://ror.org/00nqb1v70
10.1108/02689239510101120,Sybil Myerson,"(Department of Primary Care and Population Sciences, Royal Free Hospital Medical School, London, UK.)",https://ror.org/01ge67z96
10.1108/09590559610119901,Peter Jones,"Professor and Head of Department of Retailing and Marketing, Manchester Metropolitan University, Manchester, UK",https://ror.org/02hstj355
https://doi.org/10.1108/03068299710193921,Masudul Alam Choudhury,"University College of Cape Breton, Sydney,  Nova Scotia, Canada",https://ror.org/052y05165
10.1108/01443579510080409,Ashok Kumar,"(Department of Management, F.E. Seidman School of Business, Grand Valley State University, Grand Rapids, Michigan)",https://ror.org/001m1hv61
https://doi.org/10.1103/physrevlett.89.061802,A. M. Milov,"Budker Institute of Nuclear Physics, Novosibirsk 630090, RUSSIA",https://ror.org/03e5eem51
10.1108/01425450010320797,Dawn M. Naylor,"(Cardiff Business School, Wales)",https://ror.org/03kk7td41
https://doi.org/10.1108/09544780210413228,Vas B. Prabhu,"Vas B. Prabhu is Professor and Independent Management Consultant, Centre for Business Excellence, at the University of Northumbria, Newcastle upon Tyne, UK.",https://ror.org/049e6bc10
10.1108/02656719810218220,Walter Willborn,"University of Manitoba, Winnipeg, Manitoba, Canada",https://ror.org/02gfys938
https://doi.org/10.1108/09576069410064733,Chanan S. Syan,"(Professor in the Department of Mechanical Engineering and Manufacturing Systems, University of Northumbria at Newcastle, UK.)",https://ror.org/049e6bc10
https://doi.org/10.1108/01425450010320797,Dawn M. Naylor,"(Cardiff Business School, Wales)",https://ror.org/03kk7td41
https://doi.org/10.1108/02635570010319693,John Walker,"(Nanyang Business School, Nanyang Technological University, Singapore)",https://ror.org/02e7b5302
https://doi.org/10.1108/09604520010345731,Andrew Robson,"Andrew Robson is Senior Lecturer in Business Modelling, Division of Business Modelling, School of Operations Analysis and Human Resources Management at the University of Northumbria, Newcastle upon Tyne, UK.",https://ror.org/049e6bc10
https://doi.org/10.1108/02635579610114910,Paul Herbig,"(Professor of Marketing, Texas A&M International University, Texas, USA)",https://ror.org/028861t28
https://doi.org/10.1108/03090590210415867,Yunus Kathawala,"Eastern Illinois University, Charleston, Illinois, USA",https://ror.org/035z2ew45
https://doi.org/10.1108/08858629810213351,Paul Herbig,"(Professor of Marketing, Texas A&M International University, Texas, USA)",https://ror.org/028861t28
https://doi.org/10.1108/00251749710170493,Victor Newman,"Cranfield University, Cranfield, Bedford, UK",https://ror.org/05cncd958
https://doi.org/10.1108/09604529910273030,Stanislav Karapetrovic,"University of Manitoba, , Winnipeg, Manitoba, Canadá",https://ror.org/02gfys938
10.1108/09576059810226802,Jaideep Motwani,"F.E. Seidman School of Business, Grand Valley State University, Grand Rapids, Michigan, USA",https://ror.org/001m1hv61
10.1108/02630809410049103,P.G. Swallow,"(Head of the Department of Building Surveying at De Montfort University, Leicester.)",https://ror.org/0312pnr83
10.1108/00251749610128103,P. Harris,"Senior Lecturer, Business Studies, Manchester Metroplitan University, Manchester, UK",https://ror.org/02hstj355
https://doi.org/10.1108/02635579410053343,B.S. Dalay,"Lecturer in Mechatronics at De Montfort University, Leicester,UK.",https://ror.org/0312pnr83
https://doi.org/10.1108/02651339510091708,Dave Crick,"Senior Research Fellow inMarketing at De Montfort University, Leicester, UK.",https://ror.org/0312pnr83
https://doi.org/10.1108/09526869810230902,Brian H. Kleiner,"School of Business Administration and Economics, California State University, Fullerton, California, USA",https://ror.org/02avqqw26
https://doi.org/10.1108/09544780210413228,Ed Mitchell,"Centre for Business Excellence, University of Northumbria,  Newcastle upon Tyne, UK",https://ror.org/049e6bc10
https://doi.org/10.1108/02637479710168892,Maureen Whitehead,"(Marks & Spencer Fellow in International Retailing in the Department of Retailing and Marketing at The Manchester Metropolitan University, UK.)",https://ror.org/02hstj355
10.1108/02634509510094138,Harry Robinson,"Lecturer in the Division of Marketing, Newcastle Business School, University of Northumbria, Newcastle upon Tyne, UK.",https://ror.org/049e6bc10
https://doi.org/10.1108/13527599610131872,Brian H. Kleiner,"Department of Management, School of Business Administration and Economics, California State University, Fullerton, California, USA",https://ror.org/02avqqw26
https://doi.org/10.1108/00438029610115451,Heather Dilley,"Department of Management, School of Business Administration and Economics, California State University, Fullerton, California, USA",https://ror.org/02avqqw26
https://doi.org/10.1108/09604520010345731,Andrew Robson,"Division of Business Modelling, School of Operations Analysis and Human Resources Management, University of Northumbria,  Newcastle upon Tyne, UK",https://ror.org/049e6bc10
10.1108/09513579810239864,Sheikh F. Rahman,"(Swinburne Graduate School of Management,Swinburne University of Technology, Hawthorn, Victoria, Australia)",https://ror.org/031rekg67
10.1108/09534819510090196,Robert S. Spich,"College of Business and Economics, Western Washington University, Bellingham, Washington, USA",https://ror.org/05wn7r715
10.1108/09534819710160790,Michael Whitty,"(College of Business, University of Detroit‐Mercy, Birmingham, MI, USA)",https://ror.org/0037qsh65
10.1108/09576069710181956,Eng‐Wah Lee,"Group Manager, Gintic Institute of Manufacturing Technology, Nanyang Technological University, Singapore",https://ror.org/00f44np30
10.1108/09590559510103972,Zhou Xi Qiao,University of Shanghai International Business School,https://ror.org/031t68441
10.1108/09604529510081785,Ailie Ferrari,"(Marketing Intelligence Manager with CIGNA Employee Benefits, Greenock, Scotland.)",https://ror.org/03rec7637
10.1108/09604529710186651,Mark Smith,"Strategic Process Development Manager, Vertex Data Science Ltd, Manchester, UK",https://ror.org/03fs5jd74
10.1108/13552519810233985,Mitsuhiro Imaizumi,"(School of Business Management, Aichi Gakusen University, Toyota, Japan)",https://ror.org/03bktwf13
10.1108/13620439710187972,Sylvie Roussillon,"Professor, Groupe ESC Lyon, France",https://ror.org/05ww4z228
10.1108/09544780210413246,Denis Leonard,"RMT Inc., Wisconsin, USA",https://ror.org/032j6ge54
10.1108/14601069910248847,Angel R. Martínez Lorente,"(Angel R. Martínez Lorente is Associate Professor in the Department of Economía de la Empresa, University of Murcia, Spain)",https://ror.org/03p3aeb86
10.1126/science.296.5576.2142,Gerry Kuzyk,"Wildlife Management, School of Environmental Sciences, Lakeland College, 5705-47 Avenue Vermilion, Alberta T9X 1K5, Canada. E-mail: gerry.kuzyk@lakelandc.ab.ca",https://ror.org/01awa7g66
10.1128/cdli.9.4.818-823.2002,Jerrold J. Ellner,"University of Medicine and Dentistry of New Jersey, Newark, New Jersey, 07103",https://ror.org/02snf5j61
https://doi.org/10.1108/08876040010347598,Cliff Wymbs,"(Assistant Professor, Baruch College, The City University of New York, USA)",https://ror.org/00453a208
10.1108/09513559410051345,R.K. Mishra,Institute of Public Enterprise  Hyderabad India,https://ror.org/006sha924
https://doi.org/10.1108/09526860110366223,Janette Bennett,"(ICIS Project Coordinator, Kettering General Hospital, Kettering, UK)",https://ror.org/032kmqj66
https://doi.org/10.1108/09526869610125028,Tom Butler,"National Primary Care R&D Centre, Manchester, UK.",https://ror.org/05gptew44
10.1108/09600039910300037,G.D. Holt,"(Built Environment Research Unit, University of Wolverhampton, Wolverhampton, UK)",https://ror.org/01k2y1055
https://doi.org/10.1108/09544789910287764,Kerstin M.C. Jonson,"(Kerstin M.C. Jonson PricewaterhouseCoopers, Sweden.)",https://ror.org/00m2wsh37
10.1108/09566169910276193,Jan Eiof Jonson,"The Norwegian Meteorological Institute,Oslo,Norway",https://ror.org/001n36p86
10.1108/09576069810230428,S. Chandra,"Birla Institute of Technology and Science, Pilani, India",https://ror.org/001p3jz28
https://doi.org/10.1108/09593849810228002,J. Roberto Evaristo,"(Information Technology and Electronic Commerce Department, Daniels College of Business, University of Denver, Denver, Colorado, USA)",https://ror.org/04w7skc03
https://doi.org/10.1108/09653569510082669,Uriel Rosenthal,"Department of Public Administration, Rijks Universiteit, Leiden, The Netherlands",https://ror.org/006wjwp03
10.1108/09657960010373428,Thomas Hewett,"Senior Consultant, Deloitte & Touche Capital Markets Group",https://ror.org/03xkm6e60
https://doi.org/10.1108/09684909710184644,Kuang‐Jung Chen,"(Associate Professor at the Department of Business Management, National Open University, Taiwan)",https://ror.org/009tveq15
10.1108/10878570210414417,Patricia K. Zingheim,"other pay solutions. He is joint author of Pay People Right! Breakthrough Reward Strategies to Create Great Companies (Jossey‐Bass, 2000).",https://ror.org/016jadm77
https://doi.org/10.1108/13598539710167096,Chih‐Chou Chiu,"Department of Business Administration, Fu‐Jen Catholic University, Taiwan, Republic of China",https://ror.org/04je98850
https://doi.org/10.1108/13620439710187972,Sylvie Roussillon,"Professor, Groupe ESC Lyon, France",https://ror.org/05ww4z228
10.1110/ps.0204702,Ameli Norda,"Division of Clinical Virology, Karolinska Institute, Huddinge University Hospital, S-141 86 Stockholm, Sweden",https://ror.org/00m8d6786
https://doi.org/10.1117/1.1483311,Robert S. Schley,Idaho National Engineering and Environmental Lab. (United States),https://ror.org/00ty2a548
https://doi.org/10.1130/0091-7613(2002)030<0668:>2.0.co;2,Wei Lin,"Institute of Geology and Geophysics, Chinese Academy of Sciences, Beijing 100029, China",https://ror.org/030vmwa78
https://doi.org/10.1108/09566160010372770,Walter Leal Filho,"(Technical University Hamburg‐Harburg Technology (TuTech), Hamburg, Germany)",https://ror.org/04bs1pb34
10.1108/10650740210413718,Christos Skiadas,"(Christos Skiadas is Professor in the Production and Management Engineering Department at the Technical University of Crete, Chania, Greece.)",https://ror.org/03f8bz564
https://doi.org/10.1108/13552519810233985,Toshio Nakagawa,"[Department of Industrial Engineering, Aichi Institute of Technology, Toyota, Japan]",https://ror.org/02qsepw74
https://doi.org/10.1108/14635779910245115,Sergio Rossetto,"Politecnico di Torino, Torino, Italy",https://ror.org/00bgk9508
https://doi.org/10.1108/09544789410073577,Robert A. Galloway,"(Chief of Police, Brighton, Colorado, 36 South Main St, Brighton, Colorado 80601, USA.)",https://ror.org/006yjsn14
https://doi.org/10.1108/09552069410064856,Nigel Grinstead,"Associate Consultant of Salomons Centre, Tunbridge Wells,UK.",https://ror.org/03v330a52
10.1108/09576069510093433,Ulla Seppälä,"Researchers at the Helsinki University of Technology, IIA – Research Institute, Espoo, Finland.",https://ror.org/05kph4940
https://doi.org/10.1108/09576069810230428,S. Chandra,"Birla Institute of Technology and Science, Pilani, India",https://ror.org/001p3jz28
10.1108/09593849710194696,Khaled Khan,"Southern Cross University, Lismore, New South Wales, Australia.",https://ror.org/001xkv632
https://doi.org/10.1108/09653560210421664,John K.S. Chong,"(John K.S. Chong is Associate Professor of Management, School of Business and Technology, University of Wisconsin‐Parkside, Kenosha, Wisconsin, USA.)",https://ror.org/05s9f4d27
https://doi.org/10.1108/13552519610120450,K. Harnack,"(Bundesamt für Strahlenschutz (BfS), Salzgitter, Federal Republic of Germany)",https://ror.org/02yvd4j36
10.1108/13598539710167096,Gong‐Shung Yang,"Department of Mechanical Engineering, Chung Yuan University, Taiwan, Republic of China",https://ror.org/02w8ws377
https://doi.org/10.1134/1.1493382,L. I. Kuzub,"Institute of Problems of Chemical Physics, Russian Academy of Sciences, Chernogolovka Moscow oblast, Russia",https://ror.org/02nknzn40
